Reporting ID,Data Year,MapLot,BEUDO Category,Primary Property Type - Self Selected,All Property Uses,Property GFA - Self Reported (ft2),Reported Residential Units,Owner,Owner Line 2,ENERGY STAR Score,Electricity Use - Grid Purchase (kWh),Electricity Use - Grid Purchase (kBtu),Natural Gas Use (therms),Natural Gas Use (kBtu),Fuel Oil #1 Use (kBtu),Fuel Oil #2 Use (kBtu),Fuel Oil #4 Use (kBtu),Fuel Oil #5 & 6 Use (kBtu),Diesel #2 Use (kBtu),Kerosene Use (kBtu),District Chilled Water Use (kBtu),District Steam Use (kBtu),Electricity Use - Generated From Onsite Renewable Systems (kWh),Site Energy Use (kBtu),Weather Normalized Site Energy Use (kBtu),Site EUI (kBtu/ft2),Weather Normalized Site EUI (kBtu/ft2),Source Energy Use (kBtu),Weather Normalized Source Energy Use (kBtu),Source EUI (kBtu/ft2),Weather Normalized Source EUI (kBtu/ft2),Total GHG Emissions (Metric Tons CO2e),Total GHG Emissions Intensity (kgCO2e/ft2)
B1096,2015,56-8,Non-Residential,College/University,College/University (49933.0),49933,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,,2028479.8,6921173.8,8630,863000.2,,,,,,,4693834.3,2118156,,14596164.2,,292.3,,27105054.7,,542.8,,964.5,19.3
B1097,2015,70-99,Non-Residential,College/University,College/University (46633.0),46633,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,,250315.9,854078.1,14112,1411199.9,,,,,,,,,,2265278,,48.6,,3873178.5,,83.1,,140.4,3
B1098,2015,52A-21,Non-Residential,College/University,College/University (6075.0),6075,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,,29029,99046.9,,,,,,,,,,755801.8,,854848.8,,140.7,,1186592.1,,195.3,,57.8,9.5
B1100,2015,57-171,Non-Residential,College/University,College/University (109398.0),109398,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,,1522632.8,5195223.8,5672,567200.1,,,,,,,1801344,3115146.2,,10678914.1,,97.6,,20529058.8,,187.7,,730.2,6.7
B1101,2015,53-71,Non-Residential,College/University,College/University (5957.0),5957,,MASSACHUSETTS INSTITUTE OF TECH,,,55858,190587.5,4813,481300,,,,,,,,,,671887.4,,112.8,,1039009.9,,174.4,,40.2,6.7
B1103,2015,267F-296,Non-Residential,Office,Office (23183.0),23183,,"RHAD, LLC",,,,,,,,,,,,,,,,,,,,,,,,0,0
B1104,2015,71-56,Non-Residential,Laboratory,Laboratory (168879.0),168879,,"MIT 650 MAIN STREET, LLC",,,10187697.8,34760429.2,405693,40569296.6,,,,,,,,,,75329725.8,74133434,446.1,439,139926963.2,137132929,828.6,812,4820,28.5
B1105,2015,71-56,Non-Residential,Laboratory,"Laboratory (229330.0),Parking (220000.0)",229330,,MIT 650 Main Street LLC.,C/O MIT Investment Management Comp.,,12186390.5,41579969.3,331417.5,33141751.6,,,,,,,,,,74721720.9,73898806.8,325.8,322.2,151222753.3,149012255.2,659.4,649.8,4948.3,21.6
B1106,2015,133-33,Non-Residential,Office,"Office (44663.0),Parking (5499.0),Other (4645.0)",49308,,SUN LIFE ASSURANCE CO OF CANADA,C/O BENTALL KENNEDY (US) LP,72,726426.9,2478568.9,,,,,,,,,,,,2478568.9,2459336.5,50.3,49.9,6939993,6886142.2,140.7,139.7,0,0
B1108,2015,165-55,Non-Residential,Hotel,"Hotel (388705.0),Office (109295.0),Parking (264000.0)",498000,,"Friedman, Richard L., John L. Hall III",C/O Carpenter & Company,,11590352.2,39546286.4,157509.9903,15750999,,,,,,,,,,55297285.4,,80.3,,140713888.3,,204.3,,0,0
B1109,2015,95-72,Non-Residential,Laboratory,Laboratory (37116.0),37116,,"MIT 149 SIDNEY SPE LLC,",,,1960037.1,6687647.3,2650.2,265022.6,,,,,,,,,,6952669.9,6892608.9,187.3,185.7,19003686.3,18862321.8,512,508.2,526.8,14.2
B1110,2015,67-47,Non-Residential,Laboratory,Laboratory (38252.0),38252,,MIT 128 SIDNEY SPE,,,2158007.7,7363123.3,71941,7194099.6,,,,,,,,,,14557222.9,14158393.3,380.6,370.1,28170549.8,27632988.2,736.4,722.4,946.7,24.7
B1112,2015,43-63,Non-Residential,Laboratory,"Laboratory (253819.0),Parking (15190.0)",253819,,WHITEHEAD INSTITUTE FOR,BIOMEDICAL RESEARCH,,12828012.2,43769182.8,636675.3,63667525.5,,,,,,,,,,107436708.3,106910928.2,423.3,421.2,189404613.6,188083265.7,746.2,741,6737.5,26.5
B1113,2015,43A-28,Non-Residential,Mixed Use Property,"Office (204353.0),Laboratory (51088.0)",255441,,"MIT REAL ESTATE, LLC,",,1,14092425.1,48083360.3,395583.5,39558346.8,,,,,,,,,,87641707,86489052.2,343.1,338.6,176169672.9,173949009.6,689.7,681,5787.8,22.7
B1114,2015,181-88,Non-Residential,Office,"Office (87457.0),Data Center (2000.0),Parking (7500.0),Other (21171.0)",110628,,HENDERSON CARRIAGE LIMITED PARTNERSHIP,C/O H.J. DAVIS DEVELOPMENT TRUST,62,1857085.4,6336376.2,38489.7,3848974.2,,,,,,,,,,10185350.5,10178641.1,92.1,92,21783276.4,21776231.6,196.9,196.8,690.3,6.2
B1115,2015,30-42,Non-Residential,Laboratory,Laboratory (245405.0),245405,,North Parcel Limited Partnership,"Attn:  Russell Smith, Associate Tax Dir",,16147163.9,55094130,,,,,,,,,,66320919.1,,121415049.1,119466233.1,494.8,486.8,252782359.4,249311526.6,1030.1,1015.9,0,0
B1116,2015,"30-38, 30-40",Non-Residential,Laboratory,Laboratory (293912.0),293912,,BIOGEN REALTY LIMITED PARTNERSHIP,ATTN:  ERIC TISCH,,15040821.1,51319287.8,,,,,,,,,,137020611.8,,232193941.1,,882.9,,354582176.2,,1348.3,,15026.4,57.1
B1118,2015,16-Oct,Non-Residential,Office,"Office (98336.0),Laboratory (55000.0),Parking (45000.0)",153336,,BENT ASSOCIATES LIMITED PARTNERSHIP,,,2928006.7,9990360.2,178045.4,17804542.1,,,,,,,,,,27794902.4,27326355.5,181.3,178.2,46667777.9,45939158.9,304.3,299.6,1711.7,11.2
B1119,2015,16-20,Non-Residential,Office,"Office (34356.0),Laboratory (12000.0),Parking (10000.0)",46356,,"ARE-Ma Region No.21, LLC","C/O Are Equities, Inc",,1717143.5,5858894.4,53679.3239,5367932.4,,,,,27600,,,,,11226826.8,11090293.4,242.2,239.2,24033257.4,23743926.7,518.4,512.2,0,0
B1120,2015,15-29,Non-Residential,Mixed Use Property,"Office (72639.0),Laboratory (59000.0),Parking (40000.0)",131639,,MIT 300 THIRD LLC,"C/O ARE MA REGION #28,LLC",,9278925.3,31659697,262972.8277,26297282.8,,,,,,,,,,57956979.7,57547597.4,440.3,437.2,116259298.4,115829446.9,883.2,879.9,3617.1,27.5
B1122,2015,"15-28, 16-32",Non-Residential,Laboratory,"Office (N/A),Laboratory (386278.7),Parking (100000.0),Fast Food Restaurant (N/A)",388433,,"ARE-MA REGION NO. 40 LLC,",C/O THOMSON REUTERS PTS,,4944965.5,16872224.2,38414.1,3841410.4,,,,,,,,,,20713634.6,20713634.6,,,51275708.7,51275708.7,,,1497.7,
B1123,2015,168-36,Non-Residential,Office,"Office (90104.0),Financial Office (7375.0),Parking (28920.0)",97479,,"Wells Reit One Brattle Square I,LLC",C/O Thompson Property Tax Services,42,2334058.7,7963809.3,15386.9992,1538699.9,,,,,,,,,,9502509.3,9366275.6,99.6,98.2,26621996.2,26311813.8,279.2,275.9,0,0
B1125,2015,39-173,Non-Residential,Laboratory,Laboratory (165194.0),165194,,"ARE-MA REGION NO. 58, LLC",,,,,,,,,,,,,,,,,,,,,,,,0,0
B1126,2015,"41-29, 41-36",Non-Residential,Mixed Use Property,"Office (105408.0),Laboratory (34650.0)",140058,,"ARE-MA REGION NO. 59, LLC,",,100,165235.4,563783.2,,,,,,,,,,,,563783.2,563783.2,4,4,1578592.9,1578592.9,11.3,11.3,43.2,0.3
B1128,2015,35-95,Non-Residential,,,,,MASSACHUSETTS COMMONWEALTH OF,MDC SKATING RINK,,,,,,,,,,,,,,,,,,,,,,,,
B1135,2015,116-117,Non-Residential,Office,Office (101171.0),101171,,Brickman 955 Massachusetts LLC,,47,1654942.3,5646663.7,52312.0031,5231200.3,,,,,,,,,,10877864.1,10775081.4,107.5,106.5,23223284.5,23115362.7,229.5,228.5,0,0
B1136,2015,121-113,Non-Residential,Office,"Office (107099.0),Parking (3000.0)",107099,,"Cambridge College, Inc.",Attn: Accounts Payable,28,1961929,6694102.6,38664.0322,3866403.2,,,,,,,,,,10560505.8,10370976.6,97.8,96,25079205.4,24726472.1,232.2,228.9,853,7.9
B1137,2015,160-48,Non-Residential,Office,"Office (42368.0),Parking (3000.0)",42368,,"1280 MASSACHUSETTS AVENUE OWNER MA, LLC",C/O INTERCONTINENTAL REAL ESTATE CORP,,,,,,,,,,,,,,,,,,,,,,,0,0
B1139,2015,164-5,Non-Residential,College/University,College/University (N/A),102899,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"C/O HARVARD REAL ESTATE, INC.",,,,,,,,,,,,,,,,,,,,,,,0,
B1141,2015,170-19,Non-Residential,College/University,College/University (5506.0),5506,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,,15237.4,51990.1,1496.9,149693.6,,,,,,,,,,201683.6,194871.7,36.6,35.4,302750.5,295597.9,55,53.7,11.9,2.2
B1142,2015,157-69,Non-Residential,College/University,College/University (314292.0),262602,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,,3145212.7,10731467,25210.8,2521080.3,,,,,,,9491463.7,13067551.2,,35811562.1,35080448.1,113.9,111.6,57053274.8,56306195.3,181.5,179.2,2324.6,7.4
B1143,2015,169-94,Non-Residential,College/University,College/University (95908.0),95908,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,,1724557.4,5884190.6,50581.8,5058183.5,,,,,,,,,,10942374.1,10847300.9,114.1,113.1,21786826.5,21610265.7,227.2,225.3,719.8,7.5
B1144,2015,157-69,Non-Residential,College/University,Residence Hall/Dormitory (64412.0),64412,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,87,108632,370652.3,6157.3,615732,,,,,,,,3089629.4,,4076013.7,4042240.3,63.3,62.8,5401296.1,5360504.2,83.9,83.2,266.3,4.1
B1147,2015,144-1,Non-Residential,Laboratory,Laboratory (56215.0),56215,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,,2322587.6,7924669.8,,,,,,,,,6941921.9,11937780.4,,26804372.1,26406655.8,476.8,469.7,42867864.9,42476538.2,762.6,755.6,1766.1,31.4
B1148,2015,159-1,Non-Residential,Residence Hall/Dormitory,Residence Hall/Dormitory (57869.0),57869,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,88,290213.8,990209.7,3033.9,303393.2,,,,,,,,1595733.2,,2889336,2864023.1,49.9,49.5,5010882.5,4980430.1,86.6,86.1,198,3.4
B1149,2015,170-19,Non-Residential,College/University,College/University (5030.0),5030,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,,18867.9,64377.2,979,97902.1,,,,,,,,,,162279.3,160348.8,32.3,31.9,283053.3,280166.9,56.3,55.7,10.1,2
B1150,2015,159-1,Non-Residential,Residence Hall/Dormitory,Residence Hall/Dormitory (27179.0),27179,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,92,113186.9,386193.9,1852.9,185294.1,,,,,,,,835676.5,,1407164.5,1457192.4,51.8,53.6,2281254.9,2346246.8,83.9,86.3,94.9,3.5
B1151,2015,132-97,Non-Residential,Multifamily Housing,"Office (15185.0),Multifamily Housing (31570.0)",53324,10,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,,621441.6,2120359,6694.4,669438.9,,,,,,,,,,2789797.9,,59.7,,6639916,,142,,198.1,4.2
B1152,2015,159-1,Non-Residential,Residence Hall/Dormitory,Residence Hall/Dormitory (10369.0),10369,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,80,32460.8,110756.2,1063,106298.2,,,,,,,,600562.4,,817616.7,811591,78.9,78.3,1144231.6,1136876.2,110.4,109.6,54,5.2
B1154,2015,227-90,Non-Residential,College/University,College/University (80208.0),80995,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,,1468699.2,5011202.4,74968.5,7496848.6,,,,,,,,,,12508050.9,12425441.5,155.9,154.9,21903057.7,21816317.8,273.1,272,782.4,9.8
B1155,2015,135-123,Non-Residential,Other - Technology/Science,Other - Technology/Science (90277.0),90277,,NEW ENGLAND TELEPHONE & TELEGRAPH CO.,STATE AND LOCAL TAXES,,5117135.4,17459668.1,38151,3815099.8,,,,,,,,,,21274767.9,21197545.8,235.7,234.8,52892925.5,52811842.2,585.9,585,1541.3,17.1
B1156,2015,133-36,Non-Residential,College/University,College/University (50347.0),50347,,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,,,400610,1366881.4,,,,,,,,,,,,1366881.4,1343364.7,27.1,26.7,3827268,3761421.2,76,74.7,104.8,2.1
B1157,2015,213-2A,Non-Residential,College/University,College/University (102533.0),102533,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,,1087337.1,3709994.8,86308.3,8630828.5,,,,,,,,,,12340823.3,12260767.6,120.4,119.6,19450355.4,19261110.5,189.7,187.9,742.9,7.2
B1158,2015,159-1,Non-Residential,Residence Hall/Dormitory,Residence Hall/Dormitory (10343.0),10343,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,85,36399.6,124195.4,1063,106298.2,,,,,,,,600562.4,,831056,825395,80.3,79.8,1181861.4,1175051,114.3,113.6,55,5.3
B1159,2015,27-81,Non-Residential,Other - Technology/Science,Other - Technology/Science (142919.0),142919,,NEW ENGLAND TELEPHONE,AND TELEGRAPH COMPANY,,13072289.8,44602658.1,25072,2507200,,,,,,241245,,,,47109858.2,46958591.3,329.6,328.6,127520002.7,127186146.9,892.3,889.9,3552.9,24.9
B1160,2015,157-69,Non-Residential,College/University,College/University (28179.0),26645,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,,113379.6,386851.1,,,,,,,,,,1328612.3,,1715463.4,1691178.6,60.9,60,2681558.4,2652342.7,95.2,94.1,117.9,4.2
B1161,2015,144-1,Non-Residential,College/University,College/University (105891.0),105891,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,,933964.5,3186687.2,,,,,,,,,3546319.6,2821643.7,,9554650.5,9449868.7,90.2,89.2,15544428.4,15438452.3,146.8,145.8,618.6,5.8
B1162,2015,144-1,Non-Residential,College/University,College/University (551387.0),551387,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,,10422163.5,35560426.3,2752.3,275228.9,,,,,,,38381911.7,55251171.7,,129468738.7,127184505.3,234.8,230.7,201255153.8,199049662.3,365,361,8432.4,15.3
B1163,2015,137-42,Non-Residential,College/University,College/University (98924.0),98924,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"C/O HARVARD REAL ESTATE, INC.",,838645.8,2861459.9,4185.8,418583.8,,,,,,,1882497.4,1890500.8,,7053041.9,,71.3,,12439023.5,,125.7,,466.4,4.7
B1164,2015,143-20,Non-Residential,College/University,College/University (166878.0),162184,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"C/O HARVARD REAL ESTATE, INC.",,1793522.9,6119501,,,,,,,,,3608970,7811117.4,,17539588.4,17236927.7,105.1,103.3,29815860.8,29516360.2,178.7,176.9,1178,7.1
B1165,2015,157-69,Non-Residential,College/University,College/University (173885.0),173885,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,,6250106.3,21325365.3,,,,,,,,,22214672.7,26483547.2,,70023585.2,68794351.5,402.7,395.6,111787170.6,110509852.2,642.9,635.5,4564.2,26.2
B1166,2015,144-1,Non-Residential,College/University,College/University (104305.0),104305,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,,448213.1,1529303.4,499.3,49925.2,,,,,,,1546615.8,4366283,,7492127.4,7482710.3,71.8,71.7,10994709.3,10983380,105.4,105.3,491.3,4.7
B1167,2015,144-1,Non-Residential,College/University,College/University (170771.0),170771,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,,1368916.1,4670742.1,2899.1,289911.1,,,,,,,2470503.4,8158581.1,,15589737.7,15428303.6,91.3,90.3,25445751,25293066,149,148.1,1045.4,6.1
B1168,2015,143-17,Non-Residential,College/University,College/University (119575.0),119575,,President & Fellows Of Harvard College,"C/O Harvard Real Estate, Inc.",,1556196.7,5309743.7,11699,1169900,,,,,,,3092025.5,18066041.4,,27637710.6,27252565.6,231.1,227.9,42727206,42295704.1,357.3,353.7,1938.3,16.2
B1169,2015,159-1,Non-Residential,College/University,College/University (57110.0),57110,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,,218070.5,744056.5,,,,,,,,,301665,2090589.1,,3136310.6,3092155.9,54.9,54.1,4872938,4826346.9,85.3,84.5,211.8,3.7
B1170,2015,157-69,Non-Residential,College/University,College/University (63661.0),63661,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,,428007.9,1460363.2,30.3,3025.8,,,,,,,911798.3,1527532.1,,3902719.4,3842466.1,61.3,60.4,6759614.3,6697071.5,106.2,105.2,261.6,4.1
B1171,2015,144-1,Non-Residential,College/University,College/University (28257.2),26719,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,,233749.2,797552.2,2151.9,215185,,,,,,,606583.5,701688,,2321008.7,2286726.2,82.1,80.9,3855241,3819690.8,136.4,135.2,151.1,5.3
B1172,2015,144-1,Non-Residential,College/University,College/University (126174.0),118059,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,,793456.2,2707272.9,19685.5,1968552.5,,,,,,,,,,4675825.4,4590548.8,37.1,36.4,9647344.3,9557803.9,76.5,75.8,312.1,2.5
B1173,2015,157-69,Non-Residential,Laboratory,Laboratory (47424.0),51360,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,,556386.2,1898389.9,,,,,,,,,,1663777.2,,3562167.1,3538388.7,75.1,74.6,7317084,7288477.6,154.3,153.7,256,5.4
B1174,2015,159-1,Non-Residential,College/University,College/University (22986.0),22986,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,,120629,411586.3,,,,,,,,,324588,1053733.5,,1789907.8,1756502,77.9,76.4,2715501.4,2683204,118.1,116.7,118.6,5.2
B1175,2015,136-2,Non-Residential,College/University,College/University (60035.0),60035,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,,413628.9,1411302.1,,,,,,,,,881782.4,4154996.6,,6448081.2,6380332.6,107.4,106.3,9752699.6,9676959.6,162.5,161.2,430.6,7.2
B1176,2015,169-94,Non-Residential,College/University,College/University (3481.0),3816,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,,18203.3,62109.7,2018.4,201842.7,,,,,,,,,,263952.4,261711.3,75.8,75.2,385842,383488.9,110.8,110.2,15.5,4.4
B1177,2015,213-2A,Non-Residential,Residence Hall/Dormitory,Residence Hall/Dormitory (172773.0),172773,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,,676985.2,2309873.9,136513.5,13651353.5,,,,,,,,,,15961227.4,,92.4,,20801568.1,,120.4,,902.2,5.2
B1178,2015,157-69,Non-Residential,Residence Hall/Dormitory,Residence Hall/Dormitory (28813.0),28179,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,82,103421.2,352873.1,3995.4,399539.7,,,,,,,,1344325.3,,2096738.1,2071705,72.8,71.9,3024839.9,2994503,105,103.9,137.5,4.8
B1180,2015,164-5,Non-Residential,College/University,College/University (115834.3),127068,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"C/O HARVARD REAL ESTATE, INC.",,1273873.9,4346458.4,,,,,,,,,,3881657.8,,8228116.2,8136544.7,71,70.2,16839877.3,16650551.2,145.4,143.7,591,5.1
B1181,2015,157-69,Non-Residential,Residence Hall/Dormitory,Residence Hall/Dormitory (12463.0),12558,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,61,79508.4,271282.7,2995.6,299555.3,,,,,,,,601129.2,,1171967.3,1160744,94,93.1,1797307.9,1783775.2,144.2,143.1,76.6,6.1
B1184,2015,157-69,Non-Residential,College/University,College/University (8942.0),8660,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,,84525.5,288401.2,,,,,,,,,109296,298907.3,,696604.5,685865.5,77.9,76.7,1266580.5,1255388.1,141.6,140.4,47.7,5.3
B1185,2015,144-1,Non-Residential,College/University,College/University (26649.0),26649,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,,135448.6,462150.7,,,,,,,,,216048,1021719.2,,1699918,1669077.3,63.8,62.6,2719795.9,2686950.1,102.1,100.8,114.7,4.3
B1186,2015,157-69,Non-Residential,Residence Hall/Dormitory,Residence Hall/Dormitory (28810.0),28107,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,69,178098.9,607673.4,3992.2,399222.7,,,,,,,,1344325.3,,2351221.3,2326201.1,81.6,80.7,3737947.8,3707646.3,129.7,128.7,157.1,5.5
B1188,2015,130-168,Non-Residential,Multifamily Housing,Multifamily Housing (11491.0),9195,6,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,,53821.7,183639.7,3006.6,300656.8,,,,,,,,,,484296.5,469769.4,42.1,40.9,829880.7,793513.4,72.2,69.1,30,2.6
B1189,2015,159-1,Non-Residential,Office,Office (21330.0),21330,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,49,112617.5,384251.1,1572.2,157224.8,,,,,,,335857.1,740162.2,,1617495.2,1580434.7,75.8,74.1,2437064.6,2399974.5,114.3,112.5,104.7,4.9
B1191,2015,227-90,Non-Residential,Laboratory,Laboratory (78999.0),78999,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,,2538343.1,8660827.8,74094.8,7409478.3,,,,,,,,,,16070306,16014202.6,203.4,202.7,32030270,31899729.5,405.5,403.8,1057.6,13.4
B1192,2015,157-69,Non-Residential,Residence Hall/Dormitory,Residence Hall/Dormitory (18978.0),19031,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,70,107671.3,367374.4,2831.2,283123.3,,,,,,,,896414.4,,1546912.1,1530083.4,81.5,80.6,2404351,2383808.4,126.7,125.6,102.7,5.4
B1193,2015,159-1,Non-Residential,Residence Hall/Dormitory,Residence Hall/Dormitory (28183.0),28183,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,88,129793.7,442856.1,1419,141897.5,,,,,,,,841959,,1426712.7,1417740.5,50.6,50.3,2401900.8,2391107,85.2,84.8,97.4,3.5
B1194,2015,169-94,Non-Residential,College/University,College/University (4688.0),4692,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,,27305,93164.5,3030.1,303014,,,,,,,,,,396178.5,392814.1,84.5,83.8,579025.4,575492.7,123.5,122.8,23.2,5
B1196,2015,159-1,Non-Residential,College/University,College/University (N/A),25566,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,47,244486.7,834188.9,3033.9,303393.2,,,,,,,351708,1079460.8,,2568750.9,2532228.2,100.5,99,4272981.7,4236982.2,167.1,165.7,170.3,6.7
B1197,2015,169-69,Non-Residential,College/University,College/University (45952.0),45952,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,,432484.2,1475636.2,22443.5,2244350.5,,,,,,,,,,3719986.7,3652108.2,81,79.5,6488349.3,6377075.8,141.2,138.8,232.3,5.1
B1199,2015,159-1,Non-Residential,Residence Hall/Dormitory,Residence Hall/Dormitory (32843.0),32843,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,89,118754.4,405190.1,1933,193298.3,,,,,,,,1190756.7,,1789245.1,1758273.6,54.5,53.5,2770024.8,2732552.6,84.3,83.2,120.4,3.7
B1200,2015,157-69,Non-Residential,College/University,College/University (40555.0),40555,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,,276710.1,944135,,,,,,,,,517500,2260705.9,,3722340.9,3659477.1,91.8,90.2,5834225,5770284.6,143.9,142.3,249.8,6.2
B1201,2015,144-1,Non-Residential,College/University,College/University (64389.0),64389,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,,236925.7,808390.6,,,,,,,,,488430,2175401.2,,3472221.8,3424606.7,53.9,53.2,5325062.1,5278337.3,82.7,82,232.2,3.6
B1204,2015,144-1,Non-Residential,Laboratory,Laboratory (254734.0),261875,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,,6371752.9,21740423.6,,,,,,,,,23578011.4,,,,,,,,,,,,
B1205,2015,159-1,Non-Residential,College/University,College/University (92625.0),92625,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,,1520582.3,5188227.4,,,,,,,,,3688765.5,0,,8876992.9,8828183.4,95.8,95.3,17883813.3,17804624.3,193.1,192.2,592.2,6.4
B1206,2015,144-1,Non-Residential,College/University,College/University (65169.0),65169,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,,539393.4,1840410.5,2.7,271,,,,,,,1925834.4,3126196.8,,6892712.7,6841505.6,105.8,105,10666886.5,10618100.1,163.7,162.9,450.2,6.9
B1207,2015,144-1,Non-Residential,College/University,College/University (9026.0),4998,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,,38850.1,132556.5,0,0,,,,,,,,,,132556.5,132556.5,14.7,14.7,371158.1,371158.1,41.1,41.1,10.2,1.1
B1208,2015,157-69,Non-Residential,Residence Hall/Dormitory,Residence Hall/Dormitory (75807.3),74264,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,98,162308.9,553798.2,6621.6,662155.9,,,,,,,,1728172.2,,2944126.3,2911206.7,38.8,38.4,4324960.8,4285178.2,57.1,56.5,192.4,2.5
B1209,2015,144-1,Non-Residential,College/University,College/University (60118.0),60118,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,,1787490.3,6098917.7,,,,,,,,,6468243.2,7112388,,19679548.9,19122939.8,327.3,318.1,31519566,30912066.9,524.3,514.2,1280.7,21.3
B1210,2015,144-1,Non-Residential,College/University,College/University (13708.0),13708,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,,64664.1,220634.1,1.7,171,,,,,,,,555524.1,,776329.1,775520.9,56.6,56.6,1286273.3,1285300.9,93.8,93.8,53.8,3.9
B1211,2015,213-2A,Non-Residential,Residence Hall/Dormitory,Residence Hall/Dormitory (191943.0),191944,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,,1352727.3,4615506.2,155866.9,15586689.3,,,,,,,,,,20202355.6,,105.3,,29289602.7,,152.6,,1181.8,6.2
B1212,2015,143-11,Non-Residential,College/University,College/University (123633.0),123633,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"C/O HARVARD REAL ESTATE, INC.",,1329337.3,4535699.3,9037.3,903725.2,,,,,,,4994668.3,2836675.7,,13270768.5,13080808,107.3,105.8,21606655,21414618.3,174.8,173.2,847.3,6.9
B1213,2015,164-5,Non-Residential,College/University,College/University (92663.9),103979,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"C/O HARVARD REAL ESTATE, INC.",,1186772.7,4049269,,,,,,,,,,3114162.7,,,,,,,,,,,
B1214,2015,130-168,Non-Residential,Multifamily Housing,Multifamily Housing (12584.0),10090,15.1,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,,75708.6,258317.8,3036.1,303605.6,,,,,,,,,,561923.4,559008,44.7,44.4,1042075.7,1039014.6,82.8,82.6,35.9,2.9
B1215,2015,160-60,Non-Residential,College/University,College/University (26578.0),26578,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,,110380,376616.7,,,,,,,,,,450586.5,,827203.2,822911.3,31.1,31,1596600.9,1591437.5,60.1,59.9,58.8,2.2
B1216,2015,144-1,Non-Residential,College/University,College/University (56784.0),56784,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,,355811.6,1214029.4,,,,,,,,,,1679564,,2893593.4,2878139.2,51,50.7,5419866.8,5383430,95.4,94.8,204.6,3.6
